"name","origin","threat","speakers","lat","lon","desc"
"Cobiana","Guinea-Bissau, Senegal","Critically endangered","400",12.4017,-16.3229,"Also spoken in Guinea-Bissau."
"Dagur (Amur)","China","Critically endangered","400",49.5252,127.5402,"the Aihui region of Heilongjiang Province"
"Dahalo","Kenya","Severely endangered","400",-2.2625,40.7537,"Near of the mouth of the Tana river."
"ímí©rillon","French Guiana (France)","Severely endangered","400",2.8991,-52.8881,"Upper Maroni and Upper Oyapock"
"Gagauz (Maritime)","Bulgaria, Romania","Severely endangered","400",43.2932,27.9602,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory"
"Hijuk","Cameroon","Critically endangered","400",4.2861,10.4919,""
"Hobyot","Oman, Yemen","Severely endangered","400",16.6388,53.0612,"The language is lspoken by Hobyot people and some members of 'Mahra' tribes . It is located in the far-east of Mahra in Yemen,  and in the far-west of Dhofar in Oman,  in  a very narrow and short strip on the border, from the coast into the mountain . In Yemen, from the villages of Hawf and Rehen (but no Hobyot native speakers in Jadib) , on about 12 km into  the mountain overlooking Hawf (and far below Haberut). On th eslopes of the mountains, they rear camels, cows and goats, and cultivate some vegetables and millet, they collect honey. On the coast they are fishermen, some are civil servants. "
"Inari Saami","Finland","Severely endangered","400",68.8446,27.2817,"central Inari County of Lapland Province"
"Istriot","Croatia","Severely endangered","400",45.0541,13.7246,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fa_ana (Fasana), Gali_ana (Gallesano) and æiçan (Sissano) in the southwest of the Istrian peninsula"
"Kalao","Indonesia","Definitely endangered","400",-7.3134,121.0034,"Sulawesi"
"Kamaiuríç","Brazil","Vulnerable","400",-12.1655,-53.4292,"Terra Indí_gena do Xingu - Alto Xingu - Estado de Mato Grosso - Brazil"
"Kickapoo (Kansas)","United States of America","Severely endangered","400",39.6972,-95.7089,""
"Kickapoo (Oklahoma)","United States of America","Severely endangered","400",35.4245,-97.0713,""
"Kickapoo (Texas)","United States of America","Severely endangered","400",28.6147,-100.4386,""
"Kiowa","United States of America","Severely endangered","400",35.1016,-98.6197,"In southwestern Oklahoma,  in Caddo, Kiowa, and Comanche counties, tribal headquarters in Carnegie, Oklahoma."
"Koroni","Indonesia","Definitely endangered","400",-2.6412,121.9894,"Sulawesi"
"Lamongse","India","Critically endangered","400",7.3134,93.6968,"on the islands of Little Nicobar (Pangang, Onge, Tokuo-no Long), Pulo Milo (Piheun) and Kondul (Lamongse) "
"Ndunda","Nigeria","Severely endangered","400",6.9482,10.9698,""
"Northern Paiute (Nevada)","United States of America","Definitely endangered","400",41.9979,-117.7193,"Speakers of Northern Paiute are found in communities in Oregon, Nevada, California and Idaho"
"Pupeo","China","Definitely endangered","400",23.1666,105.1,""
"Rapa","French Polynesia (France)","Severely endangered","400",-27.8973,-143.5034,"Rapa Island and Tahiti"
"Red Gelao (China)","China","Critically endangered","400",26.2553,105.8571,""
"Sengseng","Papua New Guinea","Vulnerable","400",-6.0681,150.2792,"Southwest interior, in the Amgen River area, West New Britain"
"Sirioní_","Bolivia (Plurinational State of)","Severely endangered","400",-14.557,-63.7316,""
"Talondo","Indonesia","Definitely endangered","400",-2.3723,119.3774,"Sulawesi"
"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru","Severely endangered","400",-10.7469,-71.7297,"Dpto. de  Ucayali, prov. de  Atalaya, cuenca del rí_o Purí_s. Tambií©n en Bolivia (Pando) y Brasil (Acre)."
"Mixtec of Zapotitlíçn","Mexico","Severely endangered","396",18.3333,-97.4666,"Municipality of Zapotitlíçn, state of Puebla"
"Sanema (Venezuela)","Venezuela (Bolivarian Republic of)","Vulnerable","393",4.4669,-64.1931,"State of Bolí_var: rivers Caura and Paragua"
"Ts'ixa","Botswana","Definitely endangered","390",-18.9894,23.692,"Main settlement is Mababe (pointer) with about 300 spekers, some 80 live in a settlement east of Maun."
"Pirahí£","Brazil","Vulnerable","389",-6.9264,-61.1279,""
"Mixtec of San Pedro Tidaíç","Mexico","Severely endangered","384",17.35,-97.3833,"Municipality of San Pedro Tidaíç, state of Oaxaca"
"Yerong","China","Severely endangered","380",23.0732,106.0789,""
"A'ingae / Cofan (Colombia)","Colombia","Severely endangered","379",0.4525,-76.9191,"Colombia-Ecuador border area. In Colombia, Department of Putumayo, in Orito, Valle del Guamuez and San Miguel."
"Halkomelem","Canada, United States of America","Severely endangered","375",48.7715,-123.6678,"Spread over 52 communities in Canada"
"Yudja","Brazil","Vulnerable","362",-10.956,-53.3235,"The group lives in the indigenous lands Paquií_amba, Parque Indí_gena do Xingu, Lower and Middle Xingu region, Mato Grosso and Paríç State - Brazil."
"KisíÈdjíÈ","Brazil","Vulnerable","351",-11.5795,-53.031,"The group lives in the indigenous lands Parque Indí_gena do Xingu and Wawi, on the Suyíç-Missu River, in the villages of NgíÇsokíÇ, RoptíÇtxi and Beira Rio - Mato Grosso state - Brazil."
"Auye","Indonesia","Vulnerable","350",-3.5627,135.9915,"Irian Jaya"
"Awyi","Indonesia","Vulnerable","350",-2.943,140.6359,"Irian Jaya"
"Bierebo","Vanuatu","Vulnerable","350",-16.6539,168.1539,"Epi Island"
"Fayu","Indonesia","Vulnerable","350",-3.1,136.8,"Irian Jaya"
"Labo","Vanuatu","Vulnerable","350",-16.4492,167.4481,"South-west Malekula"
"Mra","China, India","Critically endangered","350",28.3914,93.3837,"Arunachal Pradesh, few villages around Limekin in the upper Subansiri river valley"
"Myky","Brazil","Vulnerable","350",-12.5331,-59.5019,"dialect of the same language as Irantxe"
"Na","China, India","Critically endangered","350",28.4638,93.3041,"Arunachal Pradesh, few villages near Takshing on the upper Subansiri River, close to the border with Tibet/China"
"Nadíb","Brazil","Definitely endangered","350",-1.9771,-67.0166,""
"Taje","Indonesia","Critically endangered","350",-0.747,120.086,"Sulawesi"
"Tenharim","Brazil","Severely endangered","350",-8.4071,-61.1499,""
"Mako","Venezuela (Bolivarian Republic of)","Critically endangered","345",4.2149,-65.7421,""
"BarÛm","Nepal","Critically endangered","342",28.041,84.629,"Enclave in GorkhÛ district in central Nepal"
"Ikpeng","Brazil","Vulnerable","342",-11.7376,-53.616,"The group lives in indigenous Park of the Xingu, left bank of the Upper Xingu in the Uaví_ River mouth area, to the north of the Kayabí_ settlements - Mato Grosso - Brazil"
"Gardiol","Italy","Severely endangered","340",39.4658,15.9933,"Guardia Piedmontese in Calabria; an outlying dialect of Alpine Provení_al"
"Arawetí©","Brazil","Vulnerable","339",-5.1347,-52.3388,""
"Northern Pame","Mexico","Definitely endangered","337",21.9955,-99.6458,"Aquismí_n, Cíçrdenas, Ciudad del Maí_z (state of San Luis Potosí_)"
"Thompson","Canada","Severely endangered","335",50.1909,-120.8431,"Spread over 32 communities in Canada"
"Serili","Indonesia","Vulnerable","328",-8.1136,129.9023,"Northeast Marsela Island, Babar Islands, South Maluku"
"Kaningara","Papua New Guinea","Vulnerable","327",-4.5784,143.3612,"West of Amboin, near the Kvanmas Lake, East Sepik Province"
"Misantla Totonac","Mexico","Critically endangered","325",19.865,-96.7755,"Chiconquiaco, Jilotepec, Landero y Coss, Misantla, Yecuatla"
"Nemi","New Caledonia (France)","Definitely endangered","325",-20.6494,164.6878,"HienghíÂne"
"Nambiquara do Norte","Brazil","Vulnerable","323",-11.8028,-59.8095,""
"Matí_s","Brazil","Vulnerable","322",-6.1405,-70.664,""
"Wauja","Brazil","Vulnerable","321",-12.2554,-53.5899,"The group lives in the Xingu Indigenous Park, Mato Grosso state - Brazil"
"Benggoi","Indonesia","Definitely endangered","320",-3.0748,130.0918,"Maluku"
"Karitiana","Brazil","Vulnerable","320",-9.7307,-64.0942,"The group lives in indigenous lands Karitiana and Karipuna, north-western RondíÇnia - Brazil.  All speak the language-- Moore visited the reserve twice."
"Apalai","Brazil","Vulnerable","317",1.2084,-55.1074,""
"Kwak'wala","Canada, United States of America","Critically endangered","315",50.7338,-127.4982,"Spread over 13 communities in Canada"
"Southern Zoque","Mexico","Definitely endangered","312",16.7138,-93.1194,"Municipalities of Ocozocuautla, Tuxtla Gutií©rrez, state of Chiapas"
"Tilung","Nepal","Definitely endangered","310",27.1501,86.5077,"Khoà__Ûà_ district, around Halà__sÛ DÛà_àÛ"
"Opuuo","Ethiopia","Critically endangered","307",8.3202,33.8873,""
"Panaríç","Brazil","Vulnerable","306",-9.449,-54.5965,"The group lives in the indigenous lands Panaríç, Parque Indí_gena do Xingu, on the Iriri River, south-western Paríç State - Brazil."
"Aka","India","Critically endangered","300",11.0112,34.2333,""
"Bakole","Cameroon","Critically endangered","300",4.5764,8.8439,""
"Bathari","Oman","Critically endangered","300",17.8846,55.5853,"Bay of Kuria Muriya, on the south-western coast of Oman in the Jezir area, in Shuwaimiyya , between Hasik and Ras Sharbitat. They are  fishermen. "
"Brokkat","Bhutan","Definitely endangered","300",27.5618,90.6152,"Bumthang district, Dur village"
"Duwet","Papua New Guinea","Vulnerable","300",-6.4763,146.8377,"Inland form the Huon Gulf, north of Lae, Morobe Province"
"Faire Atta","Philippines","Severely endangered","300",18.027,120.4929,""
"Green Gelao (China)","China","Critically endangered","300",27.7022,106.0952,""
"Green Gelao (Viet Nam)","Viet Nam","Critically endangered","300",23.1333,105.25,""
"Guatuso","Costa Rica","Severely endangered","300",10.6723,-84.8256,"Guatuso county, northeastern plains of Costa Rica"
"Gupapuyngu","Australia","Vulnerable","300",-12.6624,136.549,""
"Istro-Romanian","Croatia","Severely endangered","300",45.3907,14.436,"the village of _ejane to the north of UÛka mountain and a few villages, notably Suçnjevica, to the south of it in Krçan municipality, in the northeast of the Istrian peninsula"
"Jicarilla Apache","United States of America","Severely endangered","300",36.9336,-106.9984,""
"Kandas","Papua New Guinea","Vulnerable","300",-4.4121,152.7868,"Southwest coast, New Ireland Province"
"Kangjia","China","Severely endangered","300",36.0757,102.2991,"gCan.tsha (Jianzha), north of Tongren in Tongren County of Huangnan Tibetan Autonomous District, Qinghai"
"Kaxarari","Brazil","Critically endangered","300",-9.5682,-66.1596,"The group lives in the indigenous lands Kaxararí_ on the border between the federal states of RondíÇnia and Amazonas - Brazil."
"Kwansu","Indonesia","Vulnerable","300",-2.5383,140.2061,"Irian Jaya"
"Legenyem","Indonesia","Vulnerable","300",-0.3186,130.7345,"Irian Jaya"
"Mandaic","Iran (Islamic Republic of), Iraq","Critically endangered","300",31.3348,48.7023,"In Ahvaz, and until recently also in Khorramshahr, in the province of Khuzistan in Iran.  Presumed extinct in Iraq."
"Mangareva","French Polynesia (France)","Severely endangered","300",-23.1226,-134.978,"Mangareva (Gambier Islands)"
"Mani","Guinea, Sierra Leone","Critically endangered","300",9.1129,-13.2165,""
"Maniq","Thailand","Definitely endangered","300",7.35,99.9333,""
"Mono","Cameroon","Critically endangered","300",8.6679,14.1723,""
"Northern Paiute (Oregon)","United States of America","Critically endangered","300",43.5883,-119.0595,"Speakers of Northern Paiute are found in communities in Oregon, Nevada, California and Idaho."
"Phong","Lao People's Democratic Republic","Definitely endangered","300",18.3333,105.0,""
"Shanenawa","Brazil","Vulnerable","300",-8.1014,-70.2129,"The group lives in the indigenous villages Morada Nova, Paredí£o, Nova Vida and Cardoso  - Municipality of Feijí_ - Acre State - Brazil"
"Sissano","Papua New Guinea","Critically endangered","300",-3.0129,142.0491,"Between Vanimo and Aitape, Sandaun (West Sepik) Province"
"Skolt Saami","Finland, Norway, Russian Federation","Severely endangered","300",69.5333,28.6269,"Sevettijí_rvi region in Inari County in Lapland Province, Finland, mainly by people evacuated from former Finnish territory of Petsamo, now Pechenga County in Murmansk Province, the Russian Federation; earlier also in the western parts of Kola County in western Murmansk Province, from where the speakers were translocated to Lovozero, the centre of Lovozero County; formerly also easternmost Finnmark Province of Norway"
"Tarpia","Indonesia","Severely endangered","300",-2.3723,140.0317,"Irian Jaya"
"Tause","Indonesia","Vulnerable","300",-2.8744,136.2469,"Irian Jaya"
"Thaayorre","Australia","Definitely endangered","300",-15.0867,141.7167,""
"Tlingit (United States of America)","United States of America","Critically endangered","300",58.334,-133.7475,"Tlingit area is the southeast Alaska coast from Yakutat to Ketchikan"
"Tol","Honduras","Critically endangered","300",15.293,-87.1416,"Yoro dept; Montaí±a de la Flor north of the Francisco Morazíçn dept."
"Tsakonian","Greece","Critically endangered","300",37.1712,22.7911,"villages around Leonidio in the south of the area, and the villages of Kastanitsa and Sitena in the north; Propontis Tsakonian was spoken in the villages of Havoutsi and Vatka on the mouth of the Gí_nen river in northeastern Turkey, but the speakers were settled in Greece following the 1922 population exchanges, and Propontis Tsakonian became extinct in the 1970s"
"Tuahka","Nicaragua","Severely endangered","300",13.838,-84.4409,"Wasakin, RAAN"
"Ute (Utah)","United States of America","Severely endangered","300",40.2329,-109.8223,"Uintah-Ouray Ute Reservation"
"Vedda","Sri Lanka","Definitely endangered","300",7.346,81.3935,"Eastern Mountains, Badulla and Polonnaruwa districts"
"Vera'a","Vanuatu","Definitely endangered","300",-13.872,167.4323,"Vanua Lava"
"Warapu","Papua New Guinea","Severely endangered","300",-2.9876,141.9838,"Northwest peninsula of the Sissano lagoon, Between Vanimo and Aitape, Sandaun (West Sepik) Province"
"Waru","Indonesia","Definitely endangered","300",-3.4393,121.9921,"Sulawesi"
"Yawarana","Venezuela (Bolivarian Republic of)","Severely endangered","300",5.3863,-66.0058,"San Juan de Manapiare (Amazonas), Venezuela"
"Yimas","Papua New Guinea","Severely endangered","300",-4.6038,143.6077,"Lower Arafundi River, southeastern part of the East Sepik Province"
"Tilapa Otomí_","Mexico","Severely endangered","292",18.8923,-99.2986,"Tilapa, municipality of Tianguistengo, state of Mexico"
"Paumarí_","Brazil","Severely endangered","290",-5.8947,-64.5996,""
"Wayana (Brazil)","Brazil","Vulnerable","288",1.3182,-55.2612,""
"Achagua","Colombia","Severely endangered","283",4.434,-70.8837,"Resguardos La Victoria (Umapo) and Turpial in the municipality of Puerto Lí_pez (Meta). Location shared with Piapoco speakers."
"Guajíç","Brazil","Vulnerable","283",-3.4914,-46.2963,""
"Maniwaki Algonquin","Canada","Severely endangered","280",46.3392,-76.0485,"Spread over 2 communities in Canada"
"Alabama","United States of America","Definitely endangered","275",30.7158,-94.7028,"The Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were also speakers among the members of the Alabama-Quassarte Tribe, an administrative subdivision of the Muskogee Creek Nation, in Okfuskee County, Oklahoma. "
"Cocopa (Arizona)","United States of America","Severely endangered","275",32.608,-114.6497,"Cocopah reservation near Yuma, Arizona, and in Cucapíç communities in Baja California and Sonora, Mexico."
"Miltu","Chad","Critically endangered","272",10.2149,17.3913,""
"Arara do Paríç","Brazil","Vulnerable","271",-3.7546,-52.976,""
"Kaki Ae","Papua New Guinea","Vulnerable","266",-7.9653,145.7858,"Southeast of Kerema, Gulf Province"
"Nisga'a","Canada","Severely endangered","265",55.2035,-129.07,"Spread over 5 communities in Canada"
"Zapotec of the Valleys, central","Mexico","Severely endangered","257",16.85,-96.6666,"Locality of Santo Tomíçs Jalieza, Oaxaca"
"Bosilewa","Papua New Guinea","Vulnerable","250",-9.449,150.661,"Central north coast of Fergusson Island, Milne Bay Province"
"Caquinte Campa","Peru","Definitely endangered","250",-11.146,-73.4765,""
"Gwich'in (Canada)","Canada","Severely endangered","250",67.4407,-134.8272,"Spread over 5 communities in Canada"
"Kaibobo","Indonesia","Definitely endangered","250",-3.1843,128.1829,"Maluku"
"Kaiep","Papua New Guinea","Vulnerable","250",-3.6666,143.8166,"Around Taul, East Sepik Province"
"Kaiy","Indonesia","Vulnerable","250",-2.943,138.1777,"Irian Jaya"
"Laji","China","Critically endangered","250",22.5304,105.885,""
"Lehali","Vanuatu","Vulnerable","250",-13.5205,167.2998,"Ureparapara Island"
"Lillooet","Canada","Severely endangered","250",50.3326,-122.6789,"Spread over 18 communities in Canada"
"Lí_yí_p","Vanuatu","Vulnerable","250",-13.5311,167.3368,"Ureparapara Island"
"Nyangumarta","Australia","Vulnerable","250",-20.016,120.4101,""
"Pear","Cambodia","Severely endangered","250",12.4666,102.65,""
"Ruc","Lao People's Democratic Republic, Viet Nam","Definitely endangered","250",17.6833,105.7833,""
"Sause","Indonesia","Severely endangered","250",-3.1706,139.7515,"Irian Jaya"
"Texistepecan","Mexico","Severely endangered","250",17.8941,-94.8163,"Municipality of Texistepec, state of Veracruz"
"Winnebago (Nebraska)","United States of America","Severely endangered","250",42.2475,-96.4722,"Winnebago Tribe of northeastern Nebraska and the Ho-Chunk Nation of central Wisconsin. "
"Winnebago (Wisconsin)","United States of America","Severely endangered","250",44.2986,-90.8508,"The Ho-Chunk Nation of central Wisconsin and the Winnebago Tribe of northeastern Nebraska."
"Zapotec of San Bartolo Yautepec","Mexico","Severely endangered","246",16.4333,-95.9666,"San Bartolo Yautepec, Municipality of the state of Oaxaca"
"Mixtec of San Miguel Piedras","Mexico","Severely endangered","243",17.0,-97.05,"Municipality of San Miguel Piedras, state of Oaxaca"
"North Alaskan Inupiaq (Canada)","Canada","Severely endangered","240",68.3217,-133.532,"Spread over 2 communities in Canada"
"Waiwai (Guyana)","Guyana","Vulnerable","240",1.5598,-58.5131,"Gunn's Strip on the Upper Essequibo in the south of  Guyana (240 people). Most live in Brazil (states of Roraima, Paríç and Amapíç). Some speakers live among the Trio in Suriname."
"As","Indonesia","Vulnerable","230",-0.736,131.7727,"Irian Jaya"
"Siglitun","Canada","Severely endangered","230",69.4386,-132.9998,"Spread over 3 communities in Canada"
"K'iche' (Mexico)","Mexico","Definitely endangered","226",19.3482,-90.7177,"Municipality of Champotí_n in the state of Campeche; municipalities of Las Margaritas and Marquí©s de Comillas in the state of Chiapas"
"Paipai","Mexico","Severely endangered","226",29.65,-115.1333,"Ensenada, BC"
"Garuwahi","Papua New Guinea","Definitely endangered","225",-10.2284,150.4083,"Near east cape, Milne Bay Province"
"Picuris","United States of America","Vulnerable","225",36.1914,-105.7151,"Picuris Pueblo, 50 miles north of Santa Fe, NM."
"Neku","New Caledonia (France)","Severely endangered","221",-21.5169,165.4568,"Bourail, Moindou"
"Tiri","New Caledonia (France)","Definitely endangered","221",-21.6141,165.7836,"La Foa, Sarramí©a"
"Danisi","Botswana","Critically endangered","220",-19.4769,25.2136,"Pointer at main settlement."
"Emplawas","Indonesia","Definitely endangered","220",-8.0374,129.7375,"Maluku"
"Mixtec of the northeast lowlands","Mexico","Severely endangered","220",17.5333,-97.35,"Municipality of Santo Domingo Yanhuitlíçn, state of Oaxaca"
"Musom","Papua New Guinea","Definitely endangered","219",-6.5391,146.9119,"Southwestern corner of the Huon Peninsula, north-northwest of Lae town, Morobe Province"
"PwaamíÂi","New Caledonia (France)","Definitely endangered","219",-20.8767,164.7413,"Voh"
"Zapotec of the Valleys, west","Mexico","Definitely endangered","211",16.2666,-96.8833,"Locality of San Pablo Cuatro Venados. state of Oaxaca"
"Karo","Brazil","Vulnerable","208",-10.5749,-61.5893,"The group lives in the southern part of the indigenous lands Igarapí© de Lourdes, in the villages Iterap and Paygap, eastern RondíÇnia - Brazil.  Almost all speak the language."
"Cocopa (Mexico)","Mexico","Definitely endangered","206",32.25,-115.25,"Mexicali, BC, San Luis Rio Colorado, Sonora"
"Korí_bo","Brazil","Vulnerable","205",-5.8346,-70.9277,""
"Aja","Sudan","Critically endangered","200",8.6136,25.2465,""
"Antakirinya","Australia","Definitely endangered","200",-26.7848,134.2968,""
"Bana","Lao People's Democratic Republic","Severely endangered","200",20.4836,100.3161,""
"Baras","Indonesia","Severely endangered","200",-1.8838,119.3774,"Sulawesi, Indonesia"
"Batak","Philippines","Definitely endangered","200",10.1081,119.0,""
"Birri","Central African Republic","Critically endangered","200",5.4902,26.8505,""
"Bonggo","Indonesia","Severely endangered","200",-2.2461,139.5208,"Irian Jaya"
"Central Siberian Yupik (Chukotka)","Russian Federation","Severely endangered","200",64.546,-173.128,"settlements in south-eastern parts of Chukchi Peninsula, including Novoye Chaplino, Provideniya, Uelkal and Sireniki, Chukchi Autonomous District"
"Chawte","Myanmar","Definitely endangered","200",24.1918,94.2736,""
"Che Wong","Malaysia","Definitely endangered","200",3.6271,102.1907,""
"Defaka","Nigeria","Critically endangered","200",4.538,7.5311,""
"Doga","Papua New Guinea","Definitely endangered","200",-9.6278,149.8384,"Northern coast of Cape Vogel, Milne Bay Province"
"Dorig","Vanuatu","Definitely endangered","200",-14.3236,167.5669,"Gaua Island"
"Dukha","Mongolia","Severely endangered","200",51.9307,98.9318,"to the northwest of Lake Khí_vsgí_l, mainly in the Tsaagannuur district of Khí_vsgí_l League in the northernmost region of Mongolia"
"Emae","Vanuatu","Vulnerable","200",-17.0567,168.3956,"Emwae Island, Shepherd Islands, north of Efate Island"
"Erokwanas","Indonesia","Vulnerable","200",-2.8113,132.6708,"Irian Jaya"
"Gowro","Pakistan","Severely endangered","200",35.0254,72.9341,"Indus Kohistan on the eastern bank, Kolai area, Mahrin village, Kohistan district"
"Hayu","Nepal","Critically endangered","200",27.2912,86.0696,"SindhulÛ and KÛbhrepÛlaí±cok districts"
"Hidatsa","United States of America","Definitely endangered","200",47.7321,-102.6758,"Hidatsa, at Mandaree, is  one of the Three Affiliated Tribes, sharing Fort Berthold Reservation in North Dakota with Mandan and the Arikara. "
"Ingrian","Russian Federation","Severely endangered","200",59.7397,28.7017,"three small areas on the southern shore of the Gulf of Finland in St. Petersburg (Leningrad) Province in the Russian Federation: the cape of Kovashi (Hevaa) in Lomonosov County, the cape of Soykin (Soikkola) in Kingisepp County, and the cape of Kurkola in the lower Luga River area in the same county; a fourth area was formerly found along the Oredezh River in Gatchina County"
"Iwaidja","Australia","Vulnerable","200",-11.4592,132.55,""
"Kadai","Indonesia","Definitely endangered","200",-1.7465,125.2606,"Maluku"
"Kao","Indonesia","Definitely endangered","200",1.1479,127.8204,"Maluku"
"Karo","Ethiopia","Critically endangered","200",5.2003,36.0681,""
"Kelo","Sudan","Critically endangered","200",9.4463,34.0219,""
"Kokota","Solomon Islands","Vulnerable","200",-8.0347,159.1781,"Santa Isabel"
"Koneraw","Indonesia","Vulnerable","200",-8.3854,137.9415,"Irian Jaya"
"Koroshi","Iran (Islamic Republic of)","Critically endangered","200",29.8978,52.6574,"Fars Province"
"Magori","Papua New Guinea","Vulnerable","200",-10.2554,149.2108,"Eastern end of Table Bay, lower Bailebo-Tavenei River, eastern part of Central Province"
"Maung","Australia","Vulnerable","200",-11.913,133.7255,""
"Mehiníçku","Brazil","Vulnerable","200",-12.5423,-53.2403,"Terra Indí_gena do Xingu, Alto Xingu, Estado de Mato Grosso"
"Moghol","Afghanistan","Critically endangered","200",34.3569,61.5875,"Herat Province; according to the Ethnologue, the villages of Kundur and Karez-i-Mulla"
"Ningalami","Afghanistan","Severely endangered","200",35.2355,71.51,"Pech valley in Afghanistan"
"Northern Alta","Philippines","Severely endangered","200",15.7162,121.4085,""
"Numbani","Papua New Guinea","Vulnerable","200",-7.5177,147.2991,"Spoken in one village (Sipoma?), east of Lae town, southern coast of Huon Peninsula Morobe Province"
"Nung Ven","Viet Nam","Vulnerable","200",23.15,105.2166,""
"Ongamo","Kenya","Critically endangered","200",-2.932,37.4853,"Along the Tanzanian-Kenyan border, next to the Kilimanjaro."
"Orejí_n","Peru","Severely endangered","200",-2.7674,-72.9492,"Departamento de  Loreto, rí_o Yanayaco, Sucusari, Algodí_n; tambií©n en riveras de Putumayo."
"Pacific Gulf Yupik","United States of America","Severely endangered","200",58.1938,-155.6542,""
"Pipil","El Salvador","Critically endangered","200",13.722,-89.7195,"Communities of Santo Domingo de Guzmíçn, Cuisnahuat, Nahuizalco and Izalco in the department of Sonsonate"
"Saisiyat","China","Severely endangered","200",24.5977,121.0762,"Taiwan Province"
"Sauk-Fox","United States of America","Critically endangered","200",41.9637,-92.5768,"Most remaining speakers belong to the Meskwaki tribe in Iowa, other communities are the Sac and Fox Tribe in Oklahoma and the Nemeha Sauks in Nebraska."
"Sepa","Papua New Guinea","Vulnerable","200",-4.3245,144.9755,"Around Bogia, on the coast, south of Manam Island, Madang Province"
"Shark Bay","Vanuatu","Vulnerable","200",-15.2987,167.1459,"Litaro and Santo Islands"
"Southern Chocho","Mexico","Severely endangered","200",17.6608,-97.335,"Municipalities of Santa Marí_a Nativitas and San Miguel Huautla in the state of Oaxaca"
"Theen","Lao People's Democratic Republic","Severely endangered","200",20.2022,102.8538,"Ban Then Ngiou, Ban Then Sa"
"Tí_itschu","Italy","Severely endangered","200",45.6913,7.8682,"the village of Issime (Eischeme) in the upper Lys valley in the Aosta region; an outlying dialect of Alemannic not listed separately by the SIL; the Titsch dialect of Alemannic spoken in the villages of Gressoney-Saint-Jean and Gressoney-La-Trinití© does not qualify as outlying"
"|Xaise","Botswana","Critically endangered","200",-21.2458,26.1776,"Pointer at settlement."
"Beaver","Canada","Definitely endangered","195",56.481,-121.8831,"Spread over 5 communities in Canada"
"Nootka","Canada","Severely endangered","185",49.2818,-126.0627,"Spread over 16 communities in Canada"
"Tipai (Mexico)","Mexico","Severely endangered","184",32.0,-116.1166,"Ensenada, BC
Playas del Rosarito, Tecate"
"Uru-eu-au-au","Brazil","Vulnerable","183",-11.6852,-63.6547,""
"Eastern Chocho","Mexico","Severely endangered","181",17.7223,-97.3213,"Municipalities of San Juan Bautista Coixtlahuaca and Chicahua, state of Oaxaca"
"Bahonsuai","Indonesia","Definitely endangered","180",-2.2186,121.6845,"Sulawesi, Indonesia"
"Bedoanas","Indonesia","Vulnerable","180",-2.7263,132.5582,"Irian Jaya"
"Jarawíçra","Brazil","Vulnerable","180",-7.2153,-65.0115,""
"Keder","Indonesia","Severely endangered","180",-2.043,139.0979,"Irian Jaya"
"Straits Salish","Canada, United States of America","Severely endangered","180",48.4457,-123.4205,"Spread over 7 communities in Canada"
"Zo'í©","Brazil","Vulnerable","177",0.7909,-57.1289,""
"Central Ojibwe","Canada","Definitely endangered","175",50.2275,-86.9635,"Spread over 16 communities in Canada"
"Kuurinji","Australia","Definitely endangered","175",-18.1047,129.8474,""
"Mwatebu","Papua New Guinea","Definitely endangered","166",-10.0202,151.0537,"Northern central coast of Normanby Island, Milne Bay Province"
"Zazao","Solomon Islands","Critically endangered","166",-8.1832,159.2269,"Santa Isabel"
"Zapotec of the Southern mountains, northwest lowlands","Mexico","Definitely endangered","164",16.6333,-96.95,"Locality of San Sebastiíçn de las Grutas, state of Oaxaca"
"Pije","New Caledonia (France)","Severely endangered","161",-20.7869,164.9487,"HienghíÂne"
"Aweti","Brazil","Vulnerable","160",-12.2053,-53.3705,"Terra Indí_gena do Xingu - Estado de Mato Grosso - Brasil"
"Koro","Vanuatu","Definitely endangered","160",-14.3242,167.4728,"Gaua Island"
"Meriam Mir","Australia","Definitely endangered","160",-9.9201,144.0472,""
"Onjab","Papua New Guinea","Vulnerable","160",-9.2973,149.1613,"Spoken in Naukwata and Koreat (Koreaf), 10 km inland from Wanigela on the east coast of Collingwood Bay, Oro Province"
"Tsimshian","Canada","Critically endangered","160",54.5016,-130.3832,"Spread over 7 communities in Canada"
"Chihuahua Lower Pima","Mexico","Definitely endangered","159",28.686,-106.1378,"Municipalities of Madera, Moris, Ocampo, Temí_sachi in the state of Chihuahua"
"Sonora Lower Pima","Mexico","Severely endangered","159",28.3716,-108.9265,"Many localities in the municipality of Yí©cora in the state of Sonora"
"Kaska","Canada","Severely endangered","155",61.9751,-132.4544,"Spread over 8 communities in Canada"
"Aikana","Brazil","Definitely endangered","150",-12.651,-60.3918,"The group lives in indigenous lands Tubarí£o/LatundíÈ, Posto Indí_gena Rio Guaporí©, indigenous lands Kwazíç do Sí£o Pedro, southeastern RondíÇnia  - Brazil"
